,Review Text,Review,Recommends
9831,"We took the Chicken Canban(?),Sushi,Osaka (?) Beef, Giant Prawn Tempura and Tokyo Fried Rice.Food was good,liked it.The chicken was best!",4.0,
9832,My most favourite Cuisine from now on :) Thanks to the Chef ! LOVED it.,5.0,
9833,Chicken Nanban and Grilled Octopus & Squid tastes too good :) But please don't decrease the quantity any more of Grilled Octopus & Squid !! keep up the great taste.,4.0,
9834,"Pretty much everything on the menu is awesome. Best dish: Tokyo Fried Rice, Grilled Squid & Octopus, and the Salmon Sushi (very fresh!)... The ambience/atmosphere is very cozy. Only 1 suggestion: do add green tea to the menu (hot & cold options) and it'll go perfectly with everything else.",5.0,
9835,Great food. Imbuing dishes with a seasonal feel and bringing out the natural flavors of the ingredients are very important parts of this style of Japanese cuisine......Tokyo Express successfully done it. The restaurant- wait staff are all very polite and treat diners with exceptionally thoughtful hospitality.Their deep admiration of the seasons and warm thoughtfulness towards the customer reflects a sense of aesthetics that prizes tranquility and simplicity.,4.0,
9836,Very tasty specially octopus wid squid and Tokyo fried rice.,5.0,
9837,Jumbo Prawn tempura 7/10 Fried Prawn Maki 8/10 Spicy Salmon Maki 5/10 California Maki 7/10 Shrimp Sushi 7/10... Salmon Sushi 7/10 Chicken Nanban 9/10 Chicken Teriyaki 8/10 Osaka spicy beef 7/10 Grilled Squid and Octupus 8/10 Sticky fried rice 8/10 Chickwn Yakitori 7/10 Prawn Yakitori 6/10 Beef Tataki with garlic prawn 10/10 Chocolate gyoza 8/10 Sehri Bento Box (990+) is probably the most satisfying meal you can get for Sehri. 9/10,4.0,
9838,Excellent experience altogether.... although i think sticky rice could have been better... nd served in a bowl especially for those who use chop sticks...,5.0,
9839,Chicken Nanban 5 outta 5 Fried Prawn Maki 5 outa 5 Lichi Mojito ..heavenly !!! A perfect romantic ambience ♡,5.0,
9840,Excellent food excellent service. Value for money,5.0,
9841,Love the food! Excellent service and price is reasonable :),5.0,
9842,Excellent food reasonably priced & good ambience. It's the place to go to!,5.0,
9843,"We loved the food, and the pricing is really great in comparison to the quality and service. Highly recommended for people who like Japanese or Asian fusion cuisine!",5.0,
9844,Great food,5.0,
9845,"Absolutely perfect. Food was out of this world, prices are amazing and the service was better than any other place i have been in dhaka. 20/10. PS: Their Ice Lemon Tea is something you cannot miss, literally the best in Dhaka.",5.0,
9846,"Best place ever, food was excellent, well trained staffs and also reasonable price :-D",5.0,
9847,Great ambiance and their chicken Nanban is out of this world.,5.0,
9848,"Great food! Loved the sushi, price is reasonable. The desserts could be better, was disappointed with the snow cone. Other than that loved the ambience and food! Will definitely go back",4.0,
9849,Sushi and maki roles are not the only greqt Japanese food available in the market now.,5.0,
9850,"I had a great experience. The food was excellent and the staff are well trained. Reasonable pricing, great ambience and elegant decor. I would highly recommend Tokyo Express to others and for myself I will keep on coming back",5.0,
9851,"Nice interior and ambiance, good music, awesome service...i must say they did a really good job in training the waiters...and the food was delish!!!!! overall loved it!!",5.0,
9852,"Amazing place and ambience, great mouthwatering food. Must try out.",5.0,
9853,Great experience with “Kung Fu Panda Restaurant.” we had a large spicy chicken pizza just an hour ago. The delivery took place In 20min which was really amazing and the “pizza”. I would say one of the best we had so far. Really appreciated.��. The food and service and would recommend others to join and try. Thanks “Kung Fu Panda Restaurant”,5.0,
9854,One of the best pasta in Dhaka. I tried spicy chicken pizza also. I loved it.,,True
9855,"The spicy chicken pizza is very delicious. I tried 12"" as well as 9"". The flavours are well balanced. the mushrooms and capsicum is not too over done. The amount of mozzarella is just perfect!",5.0,
9856,"it's good,Khabar r place duita e oshadharon",,True
9857,"Food so delicious & there environment , decoration we are like it.but one problem has we found price so much high.",5.0,
9858,I checked in here 2days ago and tried their special pasta. Really it's taste was good and delicious too... I liked it...lastly its interior is just beautiful so I loved it,5.0,
9859,Loved the place...we ordered the kung fu panda special piza & drinks...Piza was just WOW & we both apprised for that...love to go again,5.0,
9860,"Desperately waiting for opening. Decoration is too good to see and i hope the quality of food will also very good, probably the awaited restaurant will open very soon.",5.0,
9861,pizza was awesome and the pasta was superb... just rocks...,5.0,
9862,Awesome place for hang out with friends and family.Specially their Pasta was very tasty.,5.0,
9863,"Waiting for the opening ,,,, and i think KUNG FU PANDA will be the most famous Restaurant of jatrabari ,,,",5.0,
9864,"Waiting for the opening ,,,, and i think KUNG FU PANDA will be the most Luscious Restaurant of jatrabari ,,,",5.0,
9865,Amar choto Bahai er restaurant.oder khabarer man ta khubi valo.oder sot ichcha ke ami somorthon kori.,5.0,
9866,"নতুন হিসাবে খুবই ভালো,আশা করি ভালো থাকবে ...",5.0,
9867,jatrabarir best,5.0,
9868,"decoration ta khubi sundor,khabarer manta o valo.sob milaya valo e laglo..",5.0,
9869,"ডেকোরেশন দেখে মনে হচ্ছে , খাবারের মান ভালোই হবে । আশাকরি যাত্রাবাড়ী এলাকার সেরা আপনারাই হবেন ।",5.0,
9870,"ডেকোরেশন দেখে মনে হচ্ছে , খাবারের মান ভালোই হবে । আশাকরি যাত্রাবাড়ী এলাকার সেরা আপনারাই হবেন ।",5.0,
9871,"took that 12 inch new york cheese pizza with wedges and ice tea offer at tk 1000. Pizza tasted rubbish.Wost pizza that I've ever had. And they said, wedges won't ve available so they served sauted mushrooms. Yuckiest mushrooms that I've ever tasted and the amount could be counted in 1 hand( 8-10 pieces of sauted mushroom) though in the offer picture, It showed a small bowl full of wedges. I'm never going to sbarro baily road or in any branch or sbarro again. Loss of money and disrespectful to my tastebud.",1.0,
9872,"Worst pasta at baily road outlet. Overpriced, small portion and tasteless. 1 out of 10. Staff behaviour was good. But that is not enough to go back again!",,False
9873,"Had worst experience at khilgaon branch today. Pizza crust was damn hard, hardly any cheese. Ice lemon tea had no ice, when asked for ice told that ice is finished. Wedges were 8-9 pieces only and we had to wait for this shitty foods for more than an hour. Waiter forgot what we ordered and around half hour later came to us and asked what we want again! We were much excited, as Sbarro opened new in Khilgaon. But if this the service and food quality, no need for it here.",1.0,
9874,"we ordered for 8""inch pizza but they gave us 6""inch pizza. The taste wasn't really good enough and their pizza was less cheesy which wasn't expected either",,False
9875,"I don't know what happened 4 months ago with all these negative reviews. Sbarro had always been my most favorite pizzeria in Bangladesh. I'm almost a regular in this shop. I'm a big fan of their Gulshan outlet. Tobay I visited their Bailey Road outlet. Mr. Masud Rana served me all the way with kind and good professionalism. I ordered 1 NY cheese, 1 NY chicken tikka, 1 NY hot & spicy and 2 Iced lemon tea (My all time favourite). All of them tasted really good. Specially the NY...",5.0,
9876,"Worst sehri-outing experience I had till date. Yesterday afternoon, I called up the baily road branch and reserved seats for nine people. The staff member who talked to me had confirmed and assured me that the reservation was placed. At 2:15 AM when we actually arrived at the restaurant, we got to know that this reservation was never communicated to the sehri shift staff member. Kudos to them for their great professionalism :) But this was only the start. They served us the first plate at 3:27 AM, a mere 11 minutes before the sehri deadline. We waited for more than an hour thinking that okay they didn't communicate the reservation among themselves but surely a franchise like Sbarro will be able to serve up some platters in 30- 40 minutes. We were dead wrong. Even after taking such a long time, they didn't serve the full platter. Barely half of the offerings were plated in front of us. Sadly, all these things weren't the most pathetic part of the experience. This sham of a restaurant they are running didn't even have spoons! Yes, a restaurant without spoons. We had rush-eat rice with a fork and a knife. With 11minutes till the sehri deadline.",1.0,
9877,"It was our first visit to Sbarro, Mohammadpur branch... The first thing that impressed us was the hospitality of the staffs, specially Mr.Sunny... This all-time smiley faced person was very polite and friendly... We ordered Stuffed Crust Pizza with sausages and pepperoni and Iced Tea... Pizza was delicious and juicy and the Iced Tea was simply awesome... Thanks to Sbarro Bangladesh for giving us the original taste of Sbarro... :-)",5.0,
9878,I went to Gulshan sbbaro thrice where the food was very good and high quality. But for last 4 times I went to Baily road outlet.Extremely unprofessional staff.Don’t even know how to perfectly bake a strombly. Every time it’s raw inside.For a chain shop like this where we are paying a lot and getting undone food this is just not done.Sbbaro was one of my favourite place but for these bad services I don’t think I will ever dine in there.You should do something with your service.,1.0,
9879,"I often visit SBARRO Uttara, and they have amazing service! It’s easily my favourite pizzeria in Bangladesh. The manager is extremely nice and generous! He even offered us some complimentary extra food. If you have time and are looking for great food, great service, and an amazing environment, definitely come here!",5.0,
9880,The NY Style pizza was as thin as a loaf. They have charged 90/- per glass of soft drinks. Worst pizza I've experienced and also invoiced service charge of 50/-. I strongly recommend to avoid this pizza shop.,,False
9881,"Pizza was disastrous. Too much oily that I had to use tissue paper to soak the oil before eating. So called ""Iced Teas"" came without ice, it wasn't even cold. When asked, they replied that they are out of ice, at least they could use cold water. Who drinks tea that is neither cold nor hot (dumb face smiley). Pizza Hut is way way way better",1.0,
9882,"worst pizza ever, if anyone want to waste money then they should come here. they say there pizza is 8 inch but we measure it 6 inch also less topping you can say no toping at all. Street pizza would be best than sbarro pizza",,False
9883,"Went to Sbarro Mohommadpur, ordered 1 staffed crush and 1 super supreme. Both taste horrible. Stuffed crush was shoggy and the super supreme's crust was literally like toast biscuit. Please don't go. Food quality is far far behind than Gulshan branch.",1.0,
9884,Having wonderfull time with friends. The foods taste so good and there are so many new things to try. Price is reasonable and the service is really great. Will recommend to go with large groups so that you can taste different items.,,True
9885,"You offered a package Buy one 12"" & get another one for free @ TK 1500, Valid till 30th June, I went & placed the order at 5:30 in the evening on 30th June, the bearer took the order n just after 2/3 min he came & said, Sorry Sir the offer was Valid till 30th afternoon, than my point is why you took the order & most disgusting why did you wrote in your offer that it is valid till 30th June, you guys should have written 30th June till afternoon... This is totally unprofessional & clumsy attitude... Next time better be careful in your words n offers... Very Disgusting",1.0,
9886,I love cheese pizza and Stromboli of SBARRO.... These are delicious.... And staffs are really well trained and humble,,True
9887,"Had Iftar at Mirpur branch with my family, was amazing! The waiters, pizza, and everything was awesome � there was Mr. Amit and Mr. Rana, they were there from the beginning and was super friendly � definitely one of the best pizza stores in the country",5.0,
9888,Great Pizzas 🍕:D Good Prices.,,True
9889,Service is good... staff is well behaved ... but pizzas are very disappointing... not enough cheese and maybe you guys should remove chocolate pizza from your menu ... a total waste in the name of a pizza,3.0,
9890,One of the best pizza 🍕 in the town.,,True
9891,"Today me and my family visited your mirpur branch. And I ordered one slice shahi pizza. 1st time waiter said ok. Then one man came and ordered 2 big shahi pizzas. After some time waiter came here and said shahi pizza is not available at now. Then we are ordered another flavor pizza. But why man....???? We are ordered one slice ,,, so it was not valued for your..?? Here waiter though that i didn’t listen nothing. But I listen everything.",2.0,
9892,Worst food experience!,,False
9893,One of the best pizza places I know today I had iftar the food was fresh hot and very amazing our server masud rana was helpful and encouraging throughout the whole time I had to go all the way to Gulshan for Sbarro now I can have it on baily road keep up the good work,5.0,
9894,"the food sucked. poblano chicken pizza? more like tomato ketchup on bread + chicken dipped in tomato soup, plus cheese tomato mix. please reduce the use of your bad tomato sauce. sad day when pizza makes me feel sad.",,False
9895,"Quality of the pizza is on point. Everything that I learned about them was true, literally a food heaven for those who wants to grab a bite of sumptuous pizza with friends and family. Such a wonderful experince.",5.0,
9896,iffter (set-1) ta try korlam. food was good and I'm satisfied with the quality and price. But place taa ektu choto otherwise all is good.,5.0,
9897,The offer item (a tiffin burger with cold coffee) is damn good..but the things that make it different from others is their 'service'..few days ago me and my friend visited 'cafe bigbite' for catching that..didn't let us down..when having some fun and fight she dropped her coffee..I asked them for extra coffee..they gave extra one but didn't take extra bucks for it.. that left us astonished..Will go there again coz this is the best place for 'cheap thrills',5.0,
9898,i am a permanent customer of big bite...i loved it and i think it has a great success ahead... the food is great according to the price.. i always visit bigbite with my friends when ever i m free.. i have a suggestion that u should have tissue holder in each table..and also should make the food attractive by decoration.. and all the best for the bigbite team....,5.0,
9899,not bad totally... specifically in low budget,,True
9900,"every time i was there, i lust loved it. the package is awesome tiffin burger + coffee. service, quality, decoration everything is overall good, hope for the air condition (AC) in future. thanks guys for ur service, we r with you, keep growing together.",4.0,
9901,Had their buy one get one burger coffe offer nd tiffin rice...both of the food taste awsm...service is pretty quick nd humble....now it's one of my most preferable cafe place..�,5.0,
9902,a small place with great food for the price really surprise me 5/5,5.0,
9903,A small place with great food for the price. Really surprised me. 5/5!,5.0,
9904,Its a wonderful place with a shorter budget food . i am very thankful to the owner for serving us a low budgeted food :D,5.0,
9905,Took the offer of burger n coffee at 70 tk. Burger was ok. Bt the taste of coffee was too worst. Jst ice n sugar. totally upset with it's taste. Not done..��,3.0,
9906,Worst experience ever,1.0,
9907,very bad experience..... bad mannered people and insects in food,1.0,
9908,"Best food in the city with a very reasonable price! ""Cost kom tai quality downgraded Hobe"" they changed this trend!!! With a word 'best'",5.0,
9909,Cafe bigbite ar burger is very good taste price only 40 tk 1 Food -10/10 Environment. 10/10 Behaviour 10/10 .����,5.0,
9910,It was a nice place to hang out with friends.,4.0,
9911,tiffin burger only 40tk love the taste i like it tiffin burger yemmmmmmm,2.0,
9912,I loved cafe bigbite Tiffin burger it was really good test,5.0,
9913,it is so gd and I like tha food of bigbite��� ��,4.0,
9914,Good service. And their tiffin package items are nice also. Like it,4.0,
9915,They serve fresh food & price was reasonable . Happy eating :),5.0,
9916,bad experience �� bad mannered �,1.0,
9917,Ak kothai onnnkkk yummy...��� Burger and ice crime ta joss���,5.0,
9918,"Pray somoyi ei restaurant e jai elakar kache bole and new obosthay taste & service o valoi chilo. Ajke ami ar amar bon halka kichu shopping korar por gelam burger khawar jonno. Amader sathe aro duijon dhuklo, dhukei tara bollo fan/ac shob bondho keno ektu charen gorom lagtese........ to oikhaner lok onek birokto hoye bollo ''current bill 22 taka unit, 2-4 jon customer thakle ac charle poshay na, tao chartesi boshen'' Amrao boshlam and order dilam, 20-25 minute por khabar dilo...",1.0,
9919,cafe bigbite এর special খাবারটা হলো burger with coffee. সত্যিই এই আইটেমটা খুবই মজাদার এবং আমার খুব ভালো লেগেছে। তাদের service ও Environment মোটামুটি ভাল। কাউকে invite করে খাওয়ালে সত্যিই যে কেউ খুশি হবে সেই আইটেম টা খেলে।।।,5.0,
9920,Big bite khabar taste ta khub valo.price o reasonable,4.0,
9921,খাবার মোটামটি ভাল কিন্তু এসির ব্যবস্থা থাকলে ভাল হত�,4.0,
9922,I celebrated my birthday there n it was Great effort of them❤️ Really amazing work. Appreciate it. Their staff's behaviour was very friendly. Best place for birthday party.Fully satisfied😊,,True
9923,"A great place to hangout. Services are proper, foods are yum! Went there couple of times. Overall, too good.",,True
9924,"very nice place and beautiful seating arrangements. their customer service is really good.people working there are really friendly and well mannered.foods really tasty. recommended for family get together party,birthday party and thanks to you guys you helped a lot to made my son's birthday party.thank u so much",5.0,
9925,They are so good in their behaviour & service..So helpful for giving any surprises..i just contact with them for a birthday & they did all things for celebrating the best birthday of my boyfriend without any of my help..i strongly recommend them for any birthday party or any surprising birthday ❤️,,True
9926,Decoration of the restaurant was good but the food quality was not up to the mark. Also their service was bit slow.,2.0,
9927,Worst possible customer service. It is a pay first service. After paying the money they took 1hour and 15 minutes to bring the food. Is it a joke? Seriously!! More than one hour?? They take the money first so that the customer can't leave. Worst customer service I have ever seen.,1.0,
9928,Amazing place to hangout with friends. Loved the environment. I organized a Birthday here. The food was delicious and the price of the foods are reasonable. Service is also good. Overall I like the place.,4.0,
9929,"Very reasonable price of food,Nice environment & well decoration & Well behaviour of staffs.",,True
9930,"Las Vegas it's the name of the building. There's no single touch of Vegas. Totally rubbish building. And all most all cafe over there are also rubbish with over crowded. Yet platinum club looks like decent to me. Their decoration is good, enough place for move on. Well behaved staffs. We took set menu nd quality of food is 8/10. Yet their was a flaw. POS machine was out of service. That's unexpected. They should have multiple POS machine. Hope for over come this and best of luck to platinum club.",4.0,
9931,this place is so nice.and foods r so yammi.,,True
9932,"Worst food. B1G1 portion is abnormally small. Drinks are really bad, especially the lemon ice tea.",1.0,
9933,awesome place being there for more than 10 times and i still love it wonderful service and amazing food,,True
9934,Best place awesome place delicious food and they r so good person��,5.0,
9935,This is the most irresponsible restaurant ever,,False
9936,It's really nice place and good food,5.0,
9937,awesome food..... & service is very good,,True
9938,very bad food...purai bashi chilo noodles. service o valo na,1.0,
9939,had great experience there,,True
9940,Best is the best ������� Platinum club resturent is best Awesome decorations Good water service Food taste very good,5.0,
9941,5 stars Very nice nd well decorated place... tasty food with cheaper menu price...Workers behaviour is really appreciated...,,True
9942,"Good food, wonderful interior and staffs r so cordial while they provide service!!! ���",5.0,
9943,Good place and also Good food just perfect☺☺i just love it.,,True
9944,I love their food also their service very well,5.0,
9945,perfect placee with standard decoration. Food items are quite good and they serve customers as like relatives.🙂🙂,,True
9946,Food quality was good but servicing was not up to the mark,3.0,
9947,awesome place....loved it,,True
9948,nice place and tasty food. Interior is very good. Less crowded. Please maintain the quality of food for future also like that.,4.0,
9949,Food &place was too good.,,True
9950,Love the place and wants to go again and again.,5.0,
9951,well decorate place.....offers also good 4 couples,,True
9952,"Took a very long time to serve. The taste of the pasta wasn't good,there was no cheese,no chicken. Overall,their service dissatisfied us.",2.0,
9953,its a nice place 😍😍😍enjoyable,,True
9954,nice place and food was good too.great place to hangoout.,4.0,
9955,Tasty food Nice environment,,True
9956,It's a amazing place ... Everyone of this restaurant is so good and friendly Food was awesome. Environment is marvelous. I loved it.......,5.0,
9957,NYC food nd place food was amazing,,True
9958,"Big place, nice, good and testy food.",5.0,
9959,great place ...,,True
9960,Alwz we think offer food quality is worst then regular one...bt your bye one get one offer food is awsome....and interior is outstanding...,5.0,
9961,Yeah.. It's a nice experience. I enjoy a lot. You people must come over here and enjoy your self also,,True
9962,Joss 1ta place �� Khabar gula onnk beshi testy�� Serve ND decoration onnk vhlo��,5.0,
9963,it was a worst experience,,True
9964,Had a birthday party with 60 people. Nice place. Excellent behavior. Good food.,5.0,
9965,"waited for almost an hour still no food l, later just had to walk out",,False
9966,Place is good but food is totaly worst¦,1.0,
9967,i love it i like it nice fod,,True
9968,Lovely place n best place for spending time wid family,5.0,
9969,ank sundor ekta birthday place chilo tanqu so much platinum bd family.,,True
9970,fully disappointed � food was fully cold after 45 min chicken steak size was very small,2.0,
9971,joss decoration with nice food,,True
9972,"The best restaurants I have visited resent time. Nice environment, good sitting arrangements well decorated.",5.0,
9973,খাবারের মান ভালো না ☹️☹️☹️ লবন অনেক বেশি দেয়,,True
9974,It was great filling at platinum club bd. I will like to go again and again. Thank you platinum club bd.,5.0,
9975,atooo baaje khabar rice lobon nei chicken thanda,,True
9976,Reasonable price a good food�,5.0,
9977,Their behaviour is so rude.they give priority to the customers who booked their restaurants.not others.,1.0,
9978,wonderful place with good food..perfect for any selfie lover,4.0,
9979,Best place for organising parties!!,5.0,
9980,good,5.0,
9981,Food onek valo onek boro space ase.r picture tular jonno o best.over all good 😊😊😊😚😚😙😙,,True
9982,Good behaviour and service is too goood �,5.0,
9983,বাঁশ বাগানের মাথার নিচে ...! মচৎকার লোকেশন...!!,,True
9984,Excellent service Good behaviour Food is so yummy I loved it ���,5.0,
9985,কাল খুব উৎসাহ নিয়ে গেলাম বাই ওয়ান গেট ওয়ান ওফার দেখে বাট 😈😈😈😈 পুরা ই ফালতু সার্ভিস খাবার ওডার দেয়ার জন্য ৩/৪ বার ডাকতে হইছে। খাবারের মান এটটা ও ভাল ছিল না। লাস্ট এ উনার কাছে ২ বার টিস্যু চাইছিলাম বাট দিচ্ছিল ই না ৫ মি পর নিজে উঠে গিয়ে নিয়ে আসলাম।। ...,,True
9986,nice birthday place good service I loved from platinum club,5.0,
9987,I love for platinum club nice place good service awefome,5.0,
9988,So nice,5.0,
9989,just wow......,5.0,
9990,I'm very satisfied with their service and with the quality of their food.,5.0,
9991,Testy food �,5.0,
9992,its a beautiful place,5.0,
9993,Thank You for your special Birth Day gift <3 Amazing environment !!!,5.0,
9994,Tasty food,5.0,
9995,I love it,5.0,
9996,Whenever went to platinum club it's a pleasure... And Tooo much satisfied with ur foods... Behavior... And services....,5.0,
9997,"I went there after many years and wondered - > i was overwhelmed of the food taste ! It was so yummy ! I would love to go there again & again. > service was perfect, They came several times to ask what we need. Service people were very cordial & came with a smiling face. > They said 12 minutes, but i guess the food arrived before that. > Price was reasonable. > Ambiance was cozy. I give 11 out of 10 to them. Good Luck ! Team Moon Kabab. Keep going good",5.0,
9998,"Great as always. Taste great and good service as well. If u want to have shik kabab, chicken chaap and nan then this is the best place in Khilgaon so far compare to price.",5.0,
9999,awesome #kabab and delicious #SALAD.Taste great and good service as well,5.0,
10000,I ordered Baal chap on food panda they gave me chicken,,False
10001,Really Moon Kabab foods Item too Delicious!!! i highly recommended,5.0,
10002,Food was good but service was bad. Waiting for ordered food was irritating.,3.0,
10003,I love tasty tasty food,5.0,
10004,awesome #kabab and delicious #SALAD. amar valoi legeche. apnara try kore dekhte paren. :p,5.0,
10005,awesome #chiken_tanduri and #special nan. sate drink niyecilam #muhito. amar kache valoi legeche. specially #muhito amar kache onek valo legeche.,4.0,
10006,"Nice space management, food also good. Had black coffee - need to improve. Toilet was nice looks old but no bad odor",4.0,
10007,"Really very nice place, healthy food & reasonable price..",5.0,
10008,The pasta is love ��� But I think it should be more tangy ���,5.0,
10009,cheap price & yummy food. service & environment is good,5.0,
10010,Such a great resturant with a delicious menu. Their combo 7 is the best.,4.0,
10011,excellent food quality with good service i received on a special day thanks spicy.hopefulyy next time i would get the same service,5.0,
10012,This place is awesome. Food is too good & price is reasoable,5.0,
10013,Very Delicious food within Cheap Rate. Environment is excellent.,5.0,
10014,It was awesome with minimum cost maximum benefit. Guys you can try.,5.0,
10015,Its superb. Nice menu as well as nice location. Just la jobab,5.0,
10016,"I like the coffee most, then lights and music. :-)",4.0,
10017,Quit good food in town .....and most for all i m pleased with yours hospitality..,5.0,
10018,Yummy foods...nd nice place with good service...,5.0,
10019,Its a very good Restaurant. i like it very much,5.0,
10020,good place,5.0,
10021,I always come here....and go back with a big smile and delightness... (y),5.0,
10022,Just Awesome.....,5.0,
10023,Spicy food is v.good,4.0,
10024,Just loved it.,5.0,
10025,negative review: khabar er man motamoti holeo poriman eto kom j khub e disappointed hote hoise. environment not up to he mark.,1.0,
10026,Nachos ta khub faltu..... ata Nachos er kono porjay pore na....But pasta ta motamoti valo chilo....,3.0,
10027,I love it's interior and food taste.,,True
10028,chocolate krushers were inconsistent in quantity & seemed a bit watered down.,,False
10029,"It's decorated better than Purano Palton's KFC restaurant. But the service is too much slow. That's why I didn't like it. Yesterday I went here, and I ordered 5 in 1 super charger. I was waiting. But they forgot to serve me. After 20 minutes I called someone and asked him about my meal. Then I got my meal. That was really ridiculous.",2.0,
10030,hihgfkbvxhjffjgxhbxbjhghg,,True
10031,Kfc rice ta atto faltu taste kano ? It smells so bad change the Masala �,1.0,
10032,"After a long time I was feeling good for KFC,, past test came back...and I am set my mind for visiting KFC agai...",5.0,
10033,Went there to celebrate Mothers day with my mom....Food was excellent as well as their service!,5.0,
10034,"The service is not good at all.Foods are nothing like shown in the menu.the waiters has no sense of professionalism one of them was danceing and laughing don't know why, very much Irrigating to see.",1.0,
10035,There services was too friendly. All food was awesome testy.. I love it...,5.0,
10036,Foods was tasty. Service was good. I liked it.......,4.0,
10037,Nice.,5.0,
10038,best choice my most favourite food I love it yummy tasty spicy.,5.0,
10039,All the things done in KFC is perfect. And I think every one must visit there,5.0,
10040,Lol Waiters! Don't know how to treat! Shame on them!,1.0,
10041,Mashallah,5.0,
10042,"Overall Food Taste Is Good,Very Good Quality buffet with decent price But they need to work or improve on desert items 🙂",,True
10043,Nice environment. Adequate number of items. Taste and presentation were nice. Want to go again.,,True
10044,The cafe rio Uttara is the best place for food lovers. All food are very good and tasty. They maintain quality. Staff are very cooperative and friendly. Best service. In my point of view rating is 10 out of 10.,5.0,
10045,"awsome place, good food and well behave",,True
10046,"If you are foodie and tried various restaurants, you should find the difference. And i think you should visit uttara branch if you have to waste your money. This is by far worst buffet in Dhaka. There are various budget buffet with common and boring items like flavors, premium club, buffet king, Ratatouille etc. They at least serve better foods. But cafe rio, a big disappointment. They banned me and other customers who comments against their restaurant. They are like autocratic Aladin. They will be cutting everyone's pocket with cheap, rotten foods instead of taking criticisms . This is called 'কুত্তার লেজ কখনো সোজা হয়না'. They are shame in the sector of food in Bangladesh. Yack",1.0,
10047,Its awesome place as well as taste...items are enough in number and decoration is mind blowing.price is also very resonable,,True
10048,"Food was good according to the price. The quality of food was not bad, just the space is little conjusted.",4.0,
10049,Excellent interior with best quality food test :: The cafe Rio beyond the limitation,,True
10050,"almost every item sucks except masala chicken and beef onion and the desert items .they charge 500 and doesn't include the promised pizza , shameless hijackers i guess . imo the worst buffet in town , any buffet is better than rio buffet . also worth mentioning they serve spoiled food [e.g. chowmein, chinese vegetable etc]",1.0,
10051,"Worst accommodation, small space. very few item, food quality very poor. filling very slow. overall I'll not recommend this.",,False
10052,Excellent place for Buffet! I have had a great moments today. :) Best wishes!,5.0,
10053,"environment waz good,foodz are delicious, a perfect buffet with less payment",,True
10054,"I think it is the best buffet in the city in terms of food quality and taste accompanying its price..... a rare combination of tasty foods,good environment with a smart price � a highly recommend place for all food lovers �",3.0,
10055,the food was good specially main courses but the taste of dessert items needs to be improved.,,True
10056,It was great. we enjoy almost every foods n service also very nice. Pizza was awesome. I think its best buffet in 500 taka. we will come again. Thanks,5.0,
10057,Worst buffet ever... almost shob items thanda chilo and khabarer taste temon valo chilo na specially those chicken items � spring Rolls vetore kichui nai and freaking hard enough to break yor teeth :3 and Naan er kotha ki r bolbo kamraya o chira jay na � Environment was good btw I didn't like it. Overall Rating 4/10 �,2.0,
10058,just saw how they're breaching one's privacy by recording videos through holes of female's washroom and such kind of heinous acts aren't something that we do expect from a restaurant .,1.0,
10059,"Atmosphere, Food & Service was good.",,True
10060,This is really disturbing that you guys have such staff who hide camera in ladies washroom. Who knows..you guys probably involved with this ক্যাফে রিও (সাত মসজিদ রোড) আর তাদের কুলাঙ্গার স্টাফ যারা তাদের ফিমেল ওয়াশরুমে গোপণ ক্যামেরা বসিয়ে ধরা খেয়েছে। আজ ঢাকা মেডিক্যাল এর ক্যাজুয়াল্টি বিভাগ থেকে ২০-২৫... সময় টিভি /একুশে টিভিতে বিস্তারিত আসছে .... — Products shown: MORPHE – THE JACLYN HILL EYESHADOW PALETTE and Pudaier Long Lasting Matte Velvet Liquid Lipstick.,1.0,
10061,Tasty good food and good service 😍 Best place for food lovers.,,True
10062,Best buffet in dhanmondi they r very good in iteam and variety 42 iteam and most good think was unlimited drinks and water,5.0,
10063,"Cafe Rio place and behavior was good , . reasonable price also . but they need to improve there dessert item . it's too bed . Panna Kota test not like real Panna Kota . other dessert also bed test with salt flever . otherwise I love everything and free free injoing drinking coke it's too lovely 🤩",,True
10064,I just love their service. This is one of the best buffet restaurant in Dhaka. All food items are very delicious & their service are commendable.,5.0,
10065,The food was raw and was smelly too. Hope they will take a good care of their customers after looking at this review.,,False
10066,fucking buffet and they set hidden camera in female washroom..........and wish the respectable authority takes necessary steps against the owner and give him a good lesson.......,1.0,
10067,Food quality was poor .waste of money and time.It was really a bad experience .,,False
10068,Party will be coming soonnnn.,5.0,
10069,food is not good. quality of food tooo much poor.,,True
10070,Beware people... They set hidden camera inside the female washroom. Video of that culprit stuff is available in social media and the management can't avoid their liability. What a shame!!!,1.0,
10071,its a very beautiful restaurant,,True
10072,Beware people... They set hidden camera inside the female washroom. Video of that culprit stuff is available in social media and the management can't avoid their liability. What a shame!!!,1.0,
10073,Average food. They increase the spice when we told them to refill it. And they did it every time we refilled it 👎🏻,,False
10074,"It's one of the best buffet in Dhaka, Food quality, service and other all are 100% perfect",5.0,
10075,Tasty food in reasonable price,,True
10076,"Hidden camera in girls washroom. Everyone boycott Cafe Rio. Owner should be brought before the law and punished accordingly. It is clear from the video, the owner has intentionally designed the girls washroom this way.",1.0,
10077,"I found uncooked chicken twice in consecutive 2 months. I reported to them, yet they didn't even bother to take any visible action.",,False
