,comments,sentiment
1679,Blututha dibha'isa eta khuba sahaja,Positive
1680,"Chabira gunamana bhalo, ami santusta.",Positive
1681,E'i bajetera madhye khuba bhala.,Positive
1682,Aphisa ba byabasara jan'ya nikhumta.,Positive
1683,Pickaboo  pnny kenaar jny ektti nirbhryogy u[?]s / ,Positive
1684,Ami aneka khusi ebam santusta.,Positive
1685,Cinta chara'i jhamelahina mudranera santbana diyeche.,Positive
1686,Ami e'i panya suparisa karate dbidha karaba na.,Positive
1687,"Khuba bhala manera printara,",Positive
1688,Mudrana mana khuba bhala.,Positive
1689,Manitara khuba sundara ebam dharalo.,Positive
1690,Kamadame sera manitara,Positive
1691,Amara mane haya tara madhye eta sera,Positive
1692,sinemaa dekhaar jny aaraamdaay'k / ,Positive
1693,3 Bacharera oyarenti ache!,Positive
1694,Anandadayaka manitara,Positive
1695,Bhala rejulesana.,Positive
1696,Kama bajete sera!!,Positive
1697,"anek bhaalo koyyaalitti,",Positive
1698,tiikssnn ebN khaastaa chbir gunnmaan,Positive
1699,A'utaluka khuba arambarapurna.,Positive
1700,gunn  ektti byaapaar /  nimn maaner proddaaktt /  ,Negative
1701,Mana styandarda,Positive
1702,Mi sbsmy' taader maan bjaay' raakhe /  ,Positive
1703,Bidyut sanraksana ebam druta sitalakarana.,Positive
1704,Yadi'o daga  pa'oyara bhala sambhabana ache.,Negative
1705,Eta amara kache spasta ye pikabu'o kenakata karara jan'ya khuba bisbasta sa'ita.,Positive
1706,Upayukta ranera  sange sundara,Positive
1707,Ami mane kari imeja ebam bibarana mile na'i.,Negative
1708,Camatkara manera jinisa.,Positive
1709,Khuba kama bajetera  esi.,Positive
1710,Amara samasta pratyasa atikrama kareche.,Positive
1711,Greta oyarenti,Positive
1712,Masrna calamana,Positive
1713,shktishaalii baay'u nikssep ebN shkti snycy' / ,Positive
1714,Dirgha samayera jan'ya loda sedim tekasa'i.,Positive
1715,Mulya niye  hatasa,Negative
1716,Atyanta saktisali ebam greta  oyyarenti,Positive
1717,Eta camatkara,Positive
1718,Camatkara mana,Positive
1719,A'ipi'esa parisima khuba saktisali,Positive
1720,Eta asadharana. Khuba prabhabita.,Positive
1721,Atyanta saktisali ebam daksa.,Positive
1722,Khuba'i karyakari,Positive
1723, kaarykrii nyy /  ,Negative
1724,Pickaboo theke saba bhala brandera sera sangraha ache.,Positive
1725,Ami sabasamaya pickaboo e amara prayojaniya  sabakichu khumje pa'i,Positive
1726,jaadur mt kaaj kre ,Positive
1727,Dalera dbara khuba pesadari acarana.,Positive
1728,Parapharamyansa bhalo,Positive
1729,E'i rephrijaretara upabhoga karatechi,Positive
1730,Sathika tapamatraya khadya rakhe,Positive
1731,Puropuri taja ebam sitala khadya rakhe.,Positive
1732,Paraphekta yantrapati,Positive
1733,Bara rephrijaretara,Positive
1734,Abisbasya manera,Positive
1735,Bisbasta sa'ita,Positive
1736,Ascaryajanaka prodakta,Positive
1737,"Phrijera bhetare aneka jayaga,",Positive
1738,Kamadame sera phrija,Positive
1739,Sarbhisa khuba'i bhalo,Positive
1740,E'i dame eta prasasta jayaga oyala phrija pabo bhabini.,Positive
1741,Pickaboo era seba jan'ya khusi. Khuba'i bhalo kareche,Positive
1742,"Ami sudhu tara parapharamyansera sathe'i prabhabita na'i, tabe pikabuyera seba ebam tara seba dalera sathe'o.",Positive
1743,bishbst pnny,Positive
1744,Spesiphikesanera ceye bhala karmaksamata,Positive
1745,"bismy'kr phrij, ",Positive
1746,Eta  pratyasita ebam prayojana hisabe eta nikhumta mesina.,Positive
1747,Atyanta bhala karmaksamata.,Positive
1748,Upalabdha aneka unnata baisistya,Positive
1749,Eti ekati ascaryajanaka jhamela mukta panya.,Positive
1750,Khuba sasrayi mulyera.,Positive
1751,Byabahara sahaja,Positive
1752,msRnn ebN bhaarii lohaa,Positive
1753,Bajete samagrikabhabe bhala bryanda panya. Prastabita.,Positive
1754,Kaja ebam byabahara kara khuba sahaja.,Positive
1755,Mapasa'i kara sahaja,Positive
1756,Byabahara kara sahaja,Positive
1757,"E'i panyera parapharamyansa, gunamana ebam ayaksesayogyatara sathe khuba khusi.",Positive
1758,Ami e'i camatkara panyera jan'ya khuba bhala paryalocana deba,Positive
1759,Ucca manera panya ebam seba,Positive
1760,Eti sitakalina rtute byabahara karara jan'ya ekati apariharya panya.,Positive
1761,Kama bidyut kharaca.,Positive
1762,100% Santusta.,Positive
1763,Sera panya.,Positive
1764,Ati mulyabana.,Positive
1765,Atyanta ikonamika,Positive
1766,Apanara saba maulika prayojaniyata pete Pickaboo sera jayaga!!!,Positive
1767,Saktisali karmaksamata,Positive
1768,Atyanta daksa,Positive
1769,Abisbasya manera,Positive
1770,Khuba saktisali bloyara.,Positive
1771,aamaader mt bdd' pribaarer pry'ojn jny paarphektt /  ,Positive
1772,Pureit samparke kona sandeha ne'i.,Positive
1773,Khuba bhala jala philtara.,Positive
1774,E'i panya bikri karara jan'ya dhan'yabada pickaboo,Positive
1775,Tara amake jenu'ina panya deya.,Positive
1776,Bisba sera panya,Positive
1777,Eti sera jala parisodhaka,Positive
1778,Kona jhamela ne'i,Positive
1779,bishaal jhaamelaa ,Negative
1780,Jhamelara panya,Negative
1781,aashaar atiit,Negative
1782,Yemana bhebechilama tara ceye bhala,Positive
1783,Spasta bhayesa sange paraphekta phona.,Negative
1784,Yemana  bhebechilama temana na,Negative
1785,Masrna kaja kare,Positive
1786,Arambarapurna nakasa,Positive
1787,Anusandhana theke delibhari samagrika abhijnata bhala chila.,Positive
1788,Yemana  bhebechilama thika tara biparita,Negative
1789,Khuba kharapa a'itema,Negative
1790,Oyaca kaja karache na,Negative
1791,Panyera damera ceye mana kama,Negative
1792,Nimna mana. Sabaceye kharapa panya ,Negative
1793,Khuba kharapa manera,Negative
1794,Nakasa bhala ebam upadana disenta.,Negative
1795,Phataphati,Positive
1796,nimn maaner!,Negative
1797,Delibhari druta chila,Positive
1798,Yemana ullekha chila se  hisabe kapara kharapa manera,Negative
1799,Eta  pratyasita. Eta amara sangrahe sera jamakaparera ekati.,Positive
1800,Mana hisabe pratyasita chila,Positive
1801,Sta'ilisa ti sarta ebam paridhana khuba aramadayaka,Positive
1802,Samagrikabhabe eti ekati bhala panya.,Positive
1803,Pratyasita  na,Negative
1804,Sudhu daridra manera,Negative
1805,aabol taabol proddaaktt ,Negative
1806,Panya era mana besa bhala.,Positive
1807,Eta satyi'i artha apacaya,Negative
1808,Tara amake e'i panyera paribarte bhula panya pathiyeche.  Kharapa seba,Negative
1809,Ami sampurna santusta... ,Positive
1810,km maaner pnny /  pichner dike ektti grt / ,Negative
1811,Ekadama patala kapara.,Negative
1812,bhuyyaa /  /  bhuyyaa,Negative
1813,ettaa aankmn  chil ...,Positive
1814,Ki daruna,Positive
1815,pnny bhaal naa !!!,Negative
1816,Khuba khuba kama manera,Negative
1817,Chabira mata na,Negative
1818,"Niscitabhabe, eti ekati bhalo sarta.",Positive
1819,Phitim sarta,Positive
1820,E'i panya phyabrika satyi'i aramadayaka ya bhala.,Positive
1821,Kakhana'i eta kinabena na.,Negative
1822,Priya panya,Positive
1823,Sarta nije'i khuba abhinaba dekhaya,Positive
1824,Bhallagache. ,Positive
1825,daam anuyyaayii tthik aache,Positive
1826,Kaparera koyaliti khuba'i kharapa.,Negative
1827,Sampurna apesadara   ,Negative
1828,Atyanta kharapa tulo ebam mudrana,Negative
1829, etti stthik graahk sebaa ny' ,Negative
1830,ei pnny kinte supaarish krben naa / ,Negative
1831,Khuba kharapa manera ebam sasta manera.,Negative
1832,Ami satyi'i hatasa.,Negative
1833,daarej dl theke cm[?]kaar shyogitaa,Positive
1834,Amara sathe pratarana kareche  .,Negative
1835,"Ardara dichi ekata diche arekata, phalatu",Negative
1836,maan bhaal naa ebN phinishiN  bhaal naa,Negative
1837,sbaabhaabik maaner,Positive
1838,"sb ceyye ninm maaner tti shaartt, ",Negative
1839,Bhula pan'ya delibhari de'oya hayeche.,Negative
1840,Amake bhula panya diyechena.,Negative
1841,Pura'i phalatu kapara,Negative
1842,Druta sipim& bhala panya,Positive
1843,Kapara khuba'i nimnamanera,Negative
1844,Phalatu ekata jinisa.,Negative
1845,naa kinaai bhaal /  shudhusudhu ttaakaa apcyy / ,Negative
1846,"phaaltu selaar, cittaar! ",Negative
1847,Mithyabadi katana kapara bale manusake thakacche,Negative
1848,bhul aakaar prdaan kraa hy'eche,Negative
1849," ghssaamaajaa, rN utthaano kichu jaayygaayy! ",Negative
1850,"E'i sarta puropuri mapasa'i, e'i ti sarta khuba aramadayaka.",Positive
1851,Panya santosajanaka chila.,Positive
1852,Phuta patharera 50-70 takara kapara o era ceye bhala.,Negative
1853,Asale'i bhala. Aramadayaka.,Positive
1854,bikretaar krmkssmtaa khub khaaraap /  ,Negative
1855,Parate aramadayaka. Bhala phitim,Positive
1856,Ascaryajanaka panya,Positive
1857,Guna bhala chila.,Positive
1858," printtttaa serkm nyy,puraai bhinn ",Negative
1859,Khuba deri delibhari,Negative
1860,Nakasa uparera bibarna ba anupasthita chila.,Negative
1861,Panyera akara thika na,Negative
1862,khaaraap mudrnn /  kichu rN ,Negative
1863,Khuba kharapa manera,Negative
1864,kaasttmaar yemn akhushi,Negative
1865,rng khub bhaal naa ,Negative
1866,Ami panyera sathe khusi na'i ,Negative
1867,Chera prodakta.,Negative
1868,Hyarasamenta kastamarera,Negative
1869,Agraha hariye pheli.,Negative
1870,prddaaktttti eto nimnmaaner ye,Negative
1871,ritimt htaash ,Negative
1872,Se tulanaya dama atirikta,Negative
1873,Panya pratyakhyana karuna,Negative
1874,Amara jeketa bhalo hayani.,Negative
1875,Uparera pi'i'u ledara eta khuba'i nimnamanera,Negative
1876, aami  ghRnnaa kri / ,Negative
1877,cittaakrssk / ,Positive
1878,aami prshNsaa krchi.,Positive
1879,Ce'ina phete geche,Negative
1880,Rana ebam akara bistarita hisabe nikhumta chila.,Positive
1881,Khuba kharapa abhijnata,Negative
1882,Supara. Eta purusadera jan'ya nikhumta brsti kota.,Positive
1883,"er nkshaa, rng bipriite bibrnn bhaal  dekhaay' /  ",Positive
1884, ektti khaaraap pnny / ,Negative
1885,cm[?]kaar pnny /  ,Positive
1886,Ami santusta na'i.,Negative
1887,aami mne kri ettaa bhaal ny' / ,Negative
1888,Kaparera nicera dike ekata phuto ache.,Negative
1889, keu kinben naa / ,Negative
1890,Sampurnarupe kharapa manera.,Negative
1891,rN er kon mil naai!!! ,Negative
1892,khub dridr maaner ebN khaaraap phittiN,Negative
1893,onaar bybhaar chil bhdr / ,Positive
1894,Damera tulanaya pan'yati khuba ekata bhalo na.,Negative
1895,Delibhari myana o chila aneka bhala.,Positive
1896,Mulya panya anuyayi bhala naya,Negative
1897,maaner sngge sntusstt naa /  ,Negative
1898,tthik aache,Positive
1899,rng mele naa!,Negative
1900,aami styii pnny maaner sngge sntusstt /  ,Positive
1901,Dama anuyayi panyera mana eta bhalo na.,Negative
1902,pnny aamaar bhaal mne hy' / ,Positive
1903,etti ektti phyaashnebl huddi,Positive
1904,pnny maaner ebN nkshaa khub cm[?]kaar / ,Positive
1905,khub khub htaash .,Negative
1906,aakrssnniiy' nkshaa ebN aaraamdaay'k,Positive
1907,styii bhaal  ,Positive
1908,"Panyati bhalo,,",Positive
1909,bhaal maaner pnny /  aami ettaa pchnd kri.,Positive
1910,bhaal maaner. sbaabhaabik tthaanddaar  jny supaarishkRt  / ,Positive
1911,huddi besh bhaalo chil!,Positive
1912,"puraai phaaltu, ",Negative
1913,E'i kompani amake pratarita kareche.,Negative
1914,Phyabrika khuba aramadayaka,Positive
1915,Sudhu amara sathe pratarana karachena.,Negative
1916,bhaal maaner pnny,Positive
1917,Motamuti taka apacaya ,Negative
1918, phyaabrik  bhaal maaner chil naa / ,Negative
1919, ettaa dekhaano chbir sngge mele naa / ,Negative
1920,Khuba hatasa. Sarbanimna manera.,Negative
1921,Kharapa gunamana.,Negative
1922, aamaar khub khaaraap abhijnytaa chil / ,Negative
1923,et bhaal naa!,Negative
1924,bijnyaapit aaittem theke smpuurnn bhinn /  ,Negative
1925,rng chbir saathe mele naa /  ,Negative
1926,sundr phyaabrik /  sukhii,Positive
1927,"aami jaal pnny pey'echilaam, ",Negative
1928,ei shaartt  khub khaaraap maaner /  ,Negative
1929,ektti  khaaraap shaartt /  ,Negative
1930,phinishiN  khaaraap naa / ,Positive
1931,yaa chbir  sngge mele naa /  ,Negative
1932,pnny gunn khub khaaraap,Negative
1933,tRtiiy' shrenniir pnny,Negative
1934,thaardd klaas jinish ,Negative
1935,kaapdd'er maan khub khaaraap ,Negative
1936,"bhaal maaner, sbaaike supaarish krlaam!",Positive
1937,maan taar muuly anuyaay'ii tthik aache!,Positive
1938, shaartt phyaabrik khub msRnn ebN aaraamdaay'k chil /  ,Positive
1939,"ei shaartter phyaabriktti durdaant chil, ",Positive
1940,etti ektti khub aakrssnniiy' shaartt yaa aami khub pchnd kri / ,Positive
1941,aamaar  dekhaa sbcey'e khaaraap shaartt /  ,Negative
1942,phinishiN bhaal ny' /  khub sstaa poshaak / ,Negative
1943,"smy' o arth apcyy, khaaraap kenaakaattaa",Negative
1944,pnny ei muuly anuyaay'ii bhaal /  ,Positive
1945,gunn ythesstt bhaal naa,Negative
1946,maan  ythesstt bhaal naa,Negative
1947,aami aashaaht.,Negative
1948,khub km maaner kaapdd',Negative
1949, kaapdd' aamaar prtyaashaa hisaabe bhaal ny' / ,Negative
1950,bhaal maaner shaartt / ,Positive
1951,pnnyer gunnmaan sntossjnk ny' / ,Negative
1952,besstt kaaprr  ,Positive
1953,phyaabrik  bhaal chil naa / ,Negative
1954,shaartt chil aashcryjnk,Positive
1955,grett phitt /  prte aaraamdaay'k.,Positive
1956, anek sptt ebN shaartter mdhye grt / ,Negative
1957,ei shaartt smprke kon abhiyog nei / ,Positive
1958,cmtkaar shaartt /  ,Positive
1959,ei pnnyer gunnmaan bhaal chil /  ,Positive
1960,saamnaasaamni hle jiibneo emn pnny kintaan naa / ,Negative
1961, selaai e ank smsyaa / ,Negative
1962,chbir saathe pnnyer kon mil naai / ,Negative
1963,kaaprrer maan bhaalnaa,Negative
1964,kaapdd'er koyyaalitti khaaraap / ,Negative
1965,baaje kaapdd' diy'aa baanaano / ,Negative
1966, saamgrikbhaabe sntossjnk naa / ,Negative
1967,rng utthe yaay' ekbaar oyyaash krle,Negative
1968,"kry' smprke besh htaash,",Negative
1969,bhul saaij deyyaa hyyeche,Negative
1970,gunn khub km / ,Negative
1971,tulnaahiin kaaprr ,Positive
1972,et bhaal naa! ,Negative
1973,mnttaa khaaraap hyye gel / ,Negative
1974,bhaal pnny .. saamgrik ettaa bhaal / ,Positive
1975,atynt khaaraap pnny / ,Negative
1976,muuly anuyaay'ii  aapnaar jny seraa pnny / ,Negative
1977,rng chbi hisaabe ujjbl ny' / ,Negative
1978,trutti ry'eche / ,Negative
1979,jins nikhuNt phitt / ,Positive
1980,saamgrikbhaabe nimn maaner maaner jins ....,Negative
1981, puropuri upyukt ny' / ,Negative
1982,"asaadhaarnn jins, paatlaa jins, pridhaan aaraamdaay'k / ",Positive
1983,"khaaraap maaner saaij, ",Negative
1984,supaar pnny /  ,Positive
1985,saaij aamaar jny stthik chil naa / ,Negative
1986,styii ektti nikhuNt jins pyaantt  /  ,Positive
1987,phuuttpaater pny,Negative
1988,eittaa tthik aache,Positive
1989,aami aamaar pnny peyye  khub khushi /  ,Positive
1990,bhaal phitt kre / ,Positive
1991,abishbaasy !!! sundr sebaa / ,Positive
1992,khub aaraamdaay'k haalkaa upaadaan,Positive
1993,ettaa khub sundr chil.,Positive
1994,aamaar kenaar saathe atynt aanndit,Positive
1995,khubi baaje kaaprr /  ,Negative
1996,"grett jins ettaa durdaant,",Positive
1997, aami ei jins bhaalobaasi /  ,Positive
1998,aami ettaa pchnd kri / ,Positive
1999,rng ebN nkshaa aakrssnniiy' chil,Positive
2000,"jins sundr ebN aaraamdaay'k,",Positive
2001, ei jins aamaar jny nikhuNt / ,Positive
2002,aami km daame ektti bhaal pnny pey'echilaam / ,Positive
2003,"bhaal upaadaan, muuly khubi prtiyogitaamuulk",Positive
2004,aami ei pnny peyye  styii aanndit /  ,Positive
2005,prdrshit  chbir sngge mele naa / ,Negative
2006,aami sntustt / ,Positive
2007,"pnny ythesstt bhaal, dhnybaad / ",Positive
2008,mottaamutti kaaprr bhaaloi /  ,Positive
2009,khub bibrnn / ,Negative
2010,aamaake ei dhrner pnny deoy'aar jny dhnybaad /  cmtkaar,Positive
2011,cm[?]kaar pnny / ,Positive
2012, prte aaraamdaay'k. aami stthik saaij pey'echi ,Positive
2013,sstaa daamer  mdhye bhaal pnny,Positive
2014,dainndin bybhaarer jny bhaal jins / ,Positive
2015,"etti ektti bhaal pnny chil, aami sntusstt",Positive
2016,atynt aaraamdaay'k ebN spssttbhaabe sstaa /  cm[?]kaar pnny / ,Positive
2017,ektti yuktisnggt muulye bhaal pnny / ,Positive
2018,"ekdm phaaltu koyyaalitti , ttaakaa nsstt",Negative
2019,aami ei pnnytti kine  khub htaash /  ,Negative
2020,srbnimn muulye srbnimn maaner / ,Negative
2021,chbi ebN bitrnn pnny eki ny',Negative
2022,nyaayy muuly .. nyaayy pnny / ,Positive
2023,pheyyaar mulye pheyyaar pnny /  ,Positive
2024,etti ektti aashcryjnk pnny /  ,Positive
2025,ei pnny dekhte  bhaal ebN aadd'mbrpuurnn / ,Positive
2026,ei rkm aashaa krini /  ,Negative
2027,shudhu aashcryjnk pnny ,Positive
2028,bitrnn kraa chbi deoy'aa chbi theke bhinn,Negative
2029,ebN aami sntusstt,Positive
2030,ekebaarei lokaal koyyaalitti oyyaalett,Negative
2031,daaraajer chaadd' dhaappaabaaji ,Negative
2032,bhaai eittaa aaslei shubhngkrer phaaNki /  ,Negative
2033,sbcey'e khaaraap abhijnytaa / ,Negative
2034,cm[?]kaar pnny ..,Positive
2035,baaje  pnny /  ,Negative
2036,smpuurnn aksst .. ,Positive
2037,ttaakaar anupaate beshi bhaalo naa,Negative
2038,baah ettaa khub sundr chil,Positive
2039,daaraaj graahker jny duHsbpn /  ,Negative
2040,khub nrmaal  pnny prdaan kre  / ,Negative
2041,bhaal maaner caamdd'aa diy'e sundr pnny .,Positive
2042,aami ettaa sukhiibhaabe bybhaar krchi .,Positive
2043,asaadhaarnn! sbaaike supaarish kraa hy'eche / ,Positive
2044,ettaa styii bhaal .. ,Positive
2045,daam hisebe anek  bhaal,Positive
2046,ekdm baaje proddaaktt /  ,Negative
2047,ettaa styii bhaal pnny .,Positive
2048,caamdd'aa aasl ny',Negative
2049,yt sb baattpaarder ke niyyog diche daaraaj ,Negative
2050,sb khaaraap maal taai kinaar aage cintaa krben / ,Negative
2051,ettaa smpuurnn aabrjnaa / ,Negative
2052,baaje koyyaalitti ,Negative
2053,ddiskaauntt er naame dhaandhaabaaji,Negative
2054,kaalaar  e kono mil nei,Negative
2055,bismy'kr beltt ,Positive
2056,aamaar kaache bhaalo laagche / ,Positive
2057,pchndsi beltt,Positive
2058,prddaaktter maan daam anuyaayyii khub bhaalo /  ,Positive
2059,jaal pnny o nkl pnny  ,Negative
2060,"aphis kliger pchnd chil, ",Positive
2061,paarphektt beltt,Positive
2062,stthik pny peyye seo khushi ,Positive
2063,aami ettaa pchnd kri. chbi ebN pnny eki / ,Positive
2064,"khub bhaal, smaartt nkshaa /  ",Positive
2065, aar kon din kichu kinbo naa / ,Negative
2066, jngnnke bibhraant kraa hcche ,Negative
2067,et baaje jimis ken raakhen / ,Negative
2068,ei caamdd'aa ny' / ,Negative
2069, rijekttedd maaler mt mne hcche,Negative
2070,aami khubi mrmaaht!,Negative
2071,khubi baaje,Negative
2072,kaarnn etti ksstigrst aaittem / ,Negative
2073,daam anuyaayyii pnnyer maan bhaalo,Positive
2074,aaittemtti bybhaaryogy ny' ,Negative
2075,daam anuyaay'ii sstaa ebN saashry'ii muulyer,Positive
2076,Ami kama dame ekati bhala panya peyechilama.,Positive
2077,maajhaari  maaner cey'e km,Negative
2078,beltt dainik bybhaarer jny nikhuNt chil  muuly anuyaay'ii / ,Positive
2079,aami ei beltt peyye  khub khushi / ,Positive
2080,khub bhaal maaner plaas sudRshy rng / ,Positive
2081,saamgrii bhaal chil / ,Positive
2082,sundr rng ebN bhaal maaner caamdd'aa /  ,Positive
2083,ddijaain bhaal chil /  ,Positive
2084,htaashaadaay'k,Negative
2085,bhaal upkrnn diyye tairi ,Positive
2086,daam o pnnyer mil aache /  ,Positive
2087,taaraa aamaake bhinn pnny paatthiy'eche /  ,Negative
2088,bhaalo laaglo /  ,Positive
2089,kuriyyaar saarbhiser bybhaar khaaraap / ,Negative
2090,khub bhaal maaner. maan asaamaany / ,Positive
2091,khub sundr maaner ebN besh phyaashnebl / ,Positive
2092,bikretaa theke aaro pnny kinte icchuk / ,Positive
2093,Rana satyi'i camatkara ebam akarsaniya.,Positive
2094,Satyi'i panya manera dbara santusta,Positive
2095,Eti ekati camatkara  belta,Positive
2096,ojn khub haalkaa ebN etti khub aaraamdaay'k / ,Positive
2097,aashcryjnk jinish o dekhte sundr ,Positive
2098,Aramadayaka tupi,Positive
2099,selaai itimdhye khule geche  ebN upaadaan  khub khaaraap maaner ,Negative
2100,Atyanta phyasanebala,Positive
2101,Eta  byabaharera jan'ya nikhumta.,Negative
2102,Pratyasa purana  hayeche,Positive
2103,prtyaashaa puurnn  hyyni  ,Negative
2104,Asa kari eta anekadina tikabe.,Positive
2105,Jinisa tekasa'i na,Negative
2106,pcaa maal diyyaa geche ,Negative
2107,Aja'ira prodakta,Negative
2108,Bhala chila. Pyakejim o bhala,Positive
2109,aasle aadd'mbrpuurnn,Positive
2110,Ye panyati amake pathiyeche ta chabira mato naya!,Negative
2111,Dama tulanaya phyabrika khuba kharapa  manera,Negative
2112,Emanaki nakasa'o  na!!,Negative
2113,aami khubi htaash / ,Negative
2114,Khuba bhala panya,Positive
2115,cmtkaar gunnmaan ,Positive
2116,Sampurna santusta na,Negative
2117,Ami eta apachanda kari,Negative
2118,Aro bhala camara pratyasita.,Negative
2119,Ami eta kine khusi,Positive
2120,aadd'mbrpuurnn pnny ,Positive
2121,Ami e'i oyaleta niye khusi!,Positive
2122,Eti ekati smarta oyaleta,Positive
2123,aami asukhii ni,Positive
2124,Eta amara kache bhala lagache.,Positive
2125,Upadana khuba bhala.,Positive
2126,aami ettaa besh pchnd kri.,Positive
2127,"khub sundr, aadd'mbrpuurnn oy'aalpepaar / ",Positive
2128,Eta kharapa na.,Positive
2129,Eti khuba phyasanebala,Positive
2130,Eta satyi'i bhala chila.,Positive
2131,Bhala. Sampurna aksata.,Positive
2132,ettaa sukhiibhaabe bybhaar krchi ,Positive
2133,Panya  khuba kharapa manera.,Negative
2134,Sarbanimna mulye sarbanimna manera.,Negative
2135,nimn maaner,Negative
2136,Bitarana kara chabi de'oya chabi theke bhinna,Positive
2137,Daraja grahakera jan'ya duhsbapna.,Negative
2138,Bhala manera camara diye sundara panya,Positive
2139,Khuba sundara panya.,Positive
2140,Ami e'i samparke sampurna santusta.,Positive
2141,diirgh smy' apekssaa smpuurnn birktikr / ,Negative
2142,caamdd'aa smprke besh birkt / ,Negative
2143,ektti bhul pnny ,Negative
2144,daam anuyaay'ii khub bhaal pnny,Positive
2145,khub sntusstt ,Positive
2146,ttaakaar anupaate beshi bhaalo naa,Negative
2147,aami ettaa smprke  htaash,Negative
2148,Satyi'i camatkara oyaleta ,Positive
2149,daam hisebe nimnmaaner proddaaktt ,Negative
2150,Eta sampurna abarjana.,Negative
2151,Kharapa panya,Negative
2152,Khuba ha'i koyaliti jinisa na,Negative
2153,sundr dekhaacche,Positive
2154,"yemn bleche temn naa, aami htaash ",Negative
2155,proddaaktt ttaa klaasi,Positive
2156,Nicu manera jinisa,Negative
2157,Khuba kharapa manera manibyaga,Negative
2158,cm[?]kaar maaner pnny / ,Positive
2159,prddaaktter maan daam anuyaayyii khub bhaalo / ,Positive
2160,Sabaceye kharapa abhijnata.,Negative
2161,Satyi'i santusta.,Positive
2162,anek bhaal beltt / ,Positive
2163,khub bhaal pnny .. ,Positive
2164,Panyera gunamana misra ledarera karane santosajanaka naya.,Negative
2165,bnnik graahkke prtaarnnaa kre emn caamdd'aa blche /  ,Negative
2166,ettaa kRtrim caamdd'aa ebN  bhaal  maaner naa / ,Negative
2167,Eta janaganake bibhranta kare,Negative
2168,ythesstt bhaal proddaaktt,Positive
2169,Paraphekta belta,Positive
2170,Besi bhalo naya.,Negative
2171,etti ektti aakrssnniiy' beltt,Positive
2172,Khuba sadharana.,Negative
2173,Ye kona sandeha chara'i e'i kinate parena.,Positive
2174,Kichu'i bisesa naya.,Negative
2175,ojn khub haalkaa ebN etti khub aaraamdaay'k / ,Positive
2176,Eti ekati khuba sundara belta chila,Positive
2177,khub bhaal maaner. maan asaamaany / ,Positive
2178,daam anuyaay'ii sstaa ebN saashry'ii muulyer,Positive
2179,aaittemguli bybhaaryogy ny',Negative
2180,Panya kama bajetera madhye bhala.,Positive
2181,Nakasa besa cittakarsaka,Positive
2182,Satyi'i ekati nikhumta jinsa,Positive
2183,Gaye diye aneka maja pacchi.,Positive
2184,Amara taka nasta. Bhayankara  abhijnata,Negative
2185,Apanadera panyati amara bhalo legeche,Positive
2186,Khuba'i bhalo.,Positive
2187,Aneka bhala ekati prodakta,Positive
2188,gaayye diyye anek mjaa paacchi /  ,Positive
2189,Phalatu ti sata,Negative
2190,Khuba kharapa prodakta koyaliti,Negative
2191,"Panya anuyayi dama aneka besi,, bhalo na",Negative
2192,daamer tulnaayy khub khaaraap ektti prnny / ,Negative
2193,ekdmi bhaalo chil naa ekdm baaje ekttaa jinis,Negative
2194,kaalaar tthik chil naa,Negative
2195,Sathika samaya peyechi,Positive
2196,Sela'i atyanta nimnamanera.,Negative
2197,Khuba baje koyaliti kapara,Negative
2198,rijekttedd proddaaktt chil / ,Negative
2199,Amara mate kalara ti daruna ara parate se'i maja,Positive
2200,Ajakeradila era e'i sarbhisa khuba'i bhalo legeche,Positive
2201,Ye rakama mane karechilama se'i rakama na,Negative
2202,Panyera gunagata mana,Positive
2203,Gunagata mana bhalo na,Negative
2204,Khubi camatkara tisarta,Positive
2205,Kapara khuba patala chila,Negative
2206,Kaparera mana bhalo na,Negative
2207,Ti-sartagulo khuba'i sundara,Positive
