,comments,sentiment
1654,"সঠিক পদবিন্যাস, ",Positive
1655,ব্যাটারি ব্যাকআপ যাচ্ছেতাই ,Negative
1656,ভাল ডিজাইন অন্যান্য ব্যান্ডের তুলনায়। ,Positive
1657,খুব খুব নিম্ন  মানের,Negative
1658,Amzfit বিআইপি সঙ্গে মাপসই করবেন না।,Negative
1659,এই কিনবেন না ,Negative
1660,এই বেল্ট সম্পূর্ণ অর্থ অপচয়।,Negative
1661,পণ্য  সত্যিই ভাল মানের।,Positive
1662,কোন বিবর্ণতা বা বুদবুদ পর্যবেক্ষিত হয়নি ,Positive
1663,মান হিসেবে খুব খারাপ ,Negative
1664,এটা সম্পর্কে  খুশি না।,Negative
1665,তারা সর্বোত্তম সেবা দিচ্ছে,Positive
1666,থ্যাঙ্ক য়্যু পিকাবু।,Positive
1667,তারা ভাল সরবরাহকারীর কাছ থেকে এই ধরণের পণ্য গ্রহণ করেছিল যাকে আপনি সত্যিই বিশ্বাস করতে পারেন!,Positive
1668,পণ্য ভাল এবং আমি অত্যন্ত সন্তুষ্ট।,Positive
1669,জেনুইন চেহারা,Positive
1670,দাম অনুযায়ী  খুব স্ট্র্যাপ নিম্ন মানের ,Negative
1671,দ্রুত ডেলিভারি এবং অরিজিনাল প্রোডাক্ট।,Positive
1672,ওভার অল সন্তুষ্ট। ,Positive
1673,দ্রুত ডেলিভারি এবং ভাল মানের পণ্য।,Positive
1674,নিম্ন মানের স্ট্রাপ ,Negative
1675,স্বচ্ছ পণ্য ও ডেলিভারী ,Positive
1676,ব্যবহারকারীর অভিজ্ঞতা সন্তোষজনক,Positive
1677,শাওমি ব্যান্ডের হলেও আশানুরুপ না ,Negative
1678,হালকা ওজন এবং আরামদায়ক।,Positive
1679,ব্লুটুথ ডিভাইস এটা খুব সহজ ,Positive
1680,"ছবির গুণমান ভালো, আমি সন্তুষ্ট।",Positive
1681,এই বাজেটের মধ্যে খুব ভাল। ,Positive
1682,অফিস বা ব্যবসার জন্য নিখুঁত।,Positive
1683,Pickaboo  পণ্য কেনার জন্য একটি নির্ভরযোগ্য উৎস।,Positive
1684,আমি অনেক খুশি এবং সন্তুষ্ট। ,Positive
1685,চিন্তা ছাড়াই ঝামেলাহীন মুদ্রণের সান্ত্বনা দিয়েছে।,Positive
1686,আমি এই পণ্য সুপারিশ করতে দ্বিধা করব না।,Positive
1687,"খুব ভাল মানের প্রিন্টার, ",Positive
1688,মুদ্রণ মান খুব ভাল।,Positive
1689,মনিটর খুব সুন্দর এবং ধারালো।,Positive
1690,কমদামে সেরা মনিটর,Positive
1691,আমার মনে হয় তারমধ্যে এটাই সেরা,Positive
1692,সিনেমা দেখার জন্য আরামদায়ক।,Positive
1693, ৩ বছরের ওয়ারেন্টিও আছে!,Positive
1694,আনন্দদায়ক মনিটর,Positive
1695,ভাল রেজল্যুশন।,Positive
1696,কম বাজেটে সেরা !!,Positive
1697,"অনেক ভালো কোয়ালিটি,",Positive
1698,তীক্ষ্ণ এবং খাস্তা ছবির গুণমান,Positive
1699,আউটলুক খুব আড়ম্বরপূর্ণ।,Positive
1700,গুণ  একটি ব্যাপার। নিম্ন মানের প্রোডাক্ট। ,Negative
1701,মান স্ট্যান্ডার্ড,Positive
1702,Mi সবসময় তাদের মান বজায় রাখে। ,Positive
1703,বিদ্যুৎ সংরক্ষণ এবং দ্রুত শীতলকরণ।,Positive
1704,যদিও দাগ  পাওয়ার ভাল সম্ভাবনা আছে।,Negative
1705,এটা আমার কাছে স্পষ্ট যে পিকবুও কেনাকাটা করার জন্য খুব বিশ্বস্ত সাইট।,Positive
1706,উপযুক্ত রঙের  সঙ্গে সুন্দর,Positive
1707,আমি মনে করি ইমেজ এবং বিবরণ মিলে নাই।,Negative
1708,চমৎকার মানের জিনিস। ,Positive
1709,খুব কম বাজেটের  এসি। ,Positive
1710,আমার সমস্ত প্রত্যাশা অতিক্রম করেছে।,Positive
1711, গ্রেট  ওয়্যারেন্টি,Positive
1712,মসৃণ চলমান,Positive
1713,শক্তিশালী বায়ু নিক্ষেপ এবং শক্তি সঞ্চয়।,Positive
1714, দীর্ঘ সময়ের জন্য লোড শেডিং টেকসই।,Positive
1715,মূল্য নিয়ে  হতাশ,Negative
1716,অত্যন্ত শক্তিশালী এবং গ্রেট  ওয়্যারেন্টি,Positive
1717,এটা চমৎকার,Positive
1718,চমৎকার মান,Positive
1719,আইপিএস পরিসীমা খুব শক্তিশালী ,Positive
1720,এটা অসাধারণ. খুব প্রভাবিত.,Positive
1721,অত্যন্ত শক্তিশালী এবং দক্ষ।,Positive
1722,খুবই কার্যকরী,Positive
1723, কার্যকরী নয়। ,Negative
1724,Pickaboo থেকে সব ভাল ব্রান্ডের সেরা সংগ্রহ আছে। ,Positive
1725,আমি সবসময় pickaboo এ আমার প্রয়োজনীয়  সবকিছু খুঁজে পাই ,Positive
1726,জাদুর মত কাজ করে ,Positive
1727,দলের দ্বারা খুব পেশাদারী আচরণ।,Positive
1728,পারফরম্যান্স ভাল,Positive
1729,এই রেফ্রিজারেটর উপভোগ করতেছি ,Positive
1730,সঠিক তাপমাত্রায় খাদ্য রাখে,Positive
1731, পুরোপুরি তাজা এবং শীতল খাদ্য রাখে। ,Positive
1732,পারফেক্ট যন্ত্রপাতি,Positive
1733,বড় রেফ্রিজারেটর,Positive
1734,অবিশ্বাস্য মানের,Positive
1735,বিশ্বস্ত সাইট ,Positive
1736,আশ্চর্যজনক প্রোডাক্ট ,Positive
1737,"ফ্রিজের ভেতরে অনেক জায়গা,",Positive
1738,কমদামে সেরা ফ্রিজ,Positive
1739,সার্ভিস খুবই ভালো,Positive
1740,এই দামে এত প্রশস্ত জায়গা ওয়ালা ফ্রিজ পাবো ভাবিনি। ,Positive
1741,Pickaboo এর সেবা জন্য খুশি। খুবই ভালো করেছে ,Positive
1742,"আমি শুধু তার পারফরম্যান্সের সাথেই প্রভাবিত নই, তবে পিকাবুয়ের সেবা এবং তার সেবা দলের সাথেও।",Positive
1743,বিশ্বস্ত পণ্য,Positive
1744,স্পেসিফিকেশনের চেয়ে ভাল কর্মক্ষমতা,Positive
1745,"বিস্ময়কর ফ্রিজ, ",Positive
1746,এটা  প্রত্যাশিত এবং প্রয়োজন হিসাবে এটা নিখুঁত মেশিন।,Positive
1747,অত্যন্ত ভাল কর্মক্ষমতা।,Positive
1748,উপলব্ধ অনেক উন্নত বৈশিষ্ট্য,Positive
1749,এটি একটি আশ্চর্যজনক ঝামেলা মুক্ত পণ্য।,Positive
1750, খুব সাশ্রয়ী মূল্যের। ,Positive
1751,ব্যবহার সহজ ,Positive
1752,মসৃণ এবং ভারী লোহা,Positive
1753,বাজেটে সামগ্রিকভাবে ভাল ব্র্যান্ড পণ্য। প্রস্তাবিত।,Positive
1754,কাজ এবং ব্যবহার করা খুব সহজ।,Positive
1755,মাপসই করা সহজ ,Positive
1756,ব্যবহার করা সহজ,Positive
1757,"এই পণ্যের পারফরম্যান্স, গুণমান এবং অ্যাক্সেসযোগ্যতার সাথে খুব খুশি।",Positive
1758,আমি এই চমৎকার পণ্যের জন্য খুব ভাল পর্যালোচনা দেব ,Positive
1759,উচ্চ মানের পণ্য এবং সেবা,Positive
1760,এটি শীতকালীন ঋতুতে ব্যবহার করার জন্য একটি অপরিহার্য পণ্য। ,Positive
1761,কম বিদ্যুৎ খরচ।,Positive
1762,১০০% সন্তুষ্ট। ,Positive
1763,সেরা পণ্য। ,Positive
1764, অতি মূল্যবাণ.,Positive
1765,অত্যন্ত ইকোনমিক ,Positive
1766,আপনার সব মৌলিক প্রয়োজনীয়তা পেতে Pickaboo সেরা জায়গা !!!,Positive
1767,শক্তিশালী কর্মক্ষমতা,Positive
1768,অত্যন্ত দক্ষ,Positive
1769,অবিশ্বাস্য মানের,Positive
1770,খুব শক্তিশালী ব্লোয়ার।,Positive
1771,আমাদের মত বড় পরিবারের প্রয়োজন জন্য পারফেক্ট। ,Positive
1772, pureit সম্পর্কে কোন সন্দেহ নেই।,Positive
1773,খুব ভাল জল ফিল্টার।,Positive
1774,এই পণ্য বিক্রি করার জন্য ধন্যবাদ pickaboo,Positive
1775,তারা আমাকে জেনুইন পণ্য দেয়। ,Positive
1776,বিশ্ব সেরা পণ্য ,Positive
1777,এটি সেরা জল পরিশোধক,Positive
1778,কোন ঝামেলা নেই,Positive
1779,বিশাল ঝামেলা ,Negative
1780,ঝামেলার পণ্য ,Negative
1781,আশার অতীত,Negative
1782,যেমন ভেবে ছিলাম তার চেয়ে  ভাল ,Positive
1783, স্পষ্ট ভয়েস সঙ্গে পারফেক্ট ফোন।,Negative
1784,যেমন  ভেবেছিলাম তেমন না ,Negative
1785,মসৃণ কাজ করে,Positive
1786,আড়ম্বরপূর্ণ নকশা,Positive
1787,অনুসন্ধান থেকে ডেলিভারি সামগ্রিক অভিজ্ঞতা ভাল ছিল।,Positive
1788,যেমন  ভেবেছিলাম ঠিক তার বিপরীত ,Negative
1789,খুব খারাপ আইটেম,Negative
1790,ওয়াচ কাজ করছে না,Negative
1791,পণ্যের দামের চেয়ে মান কম,Negative
1792,নিম্ন মান. সবচেয়ে খারাপ পণ্য 😔😞,Negative
1793,খুব খারাপ মানের,Negative
1794,নকশা ভাল এবং উপাদান ডিসেন্ট। ,Negative
1795,ফাটাফাটি,Positive
1796,নিম্ন মানের!,Negative
1797,ডেলিভারি দ্রুত ছিল,Positive
1798,যেমন উল্লেখ ছিল সে  হিসাবে কাপড় খারাপ মানের,Negative
1799,এটা  প্রত্যাশিত। এটা আমার সংগ্রহে সেরা জামাকাপড়ের একটি। ,Positive
1800,মান হিসাবে প্রত্যাশিত ছিল,Positive
1801,স্টাইলিশ টি শার্ট এবং পরিধান খুব আরামদায়ক,Positive
1802,সামগ্রিকভাবে এটি একটি ভাল পণ্য।,Positive
1803,প্রত্যাশিত  না,Negative
1804,শুধু দরিদ্র মানের,Negative
1805,আবোল তাবোল প্রোডাক্ট ,Negative
1806,পণ্য এর মান বেশ ভাল।,Positive
1807,এটা সত্যিই অর্থ অপচয়,Negative
1808,তারা আমাকে এই পণ্যের পরিবর্তে ভুল পণ্য পাঠিয়েছে।  খারাপ সেবা,Negative
1809,আমি সম্পূর্ণ সন্তুষ্ট ... 😊,Positive
1810,কম মানের পণ্য। পিছনের দিকে একটি গর্ত।,Negative
1811,একদম পাতলা কাপড়।,Negative
1812,ভুয়া।। ভুয়া,Negative
1813,এটা আনকমন  ছিল ...,Positive
1814,কি দারুন,Positive
1815,পণ্য ভাল না !!!,Negative
1816,খুব খুব কম মানের,Negative
1817,ছবির মত না,Negative
1818,"নিশ্চিতভাবে, এটি একটি ভালো শার্ট।",Positive
1819,ফিটিং শার্ট,Positive
1820,এই পণ্য ফ্যাব্রিক সত্যিই আরামদায়ক যা ভাল।,Positive
1821,কখনই এটা কিনবেন না।,Negative
1822,প্রিয় পণ্য,Positive
1823,শার্ট নিজেই খুব অভিনব দেখায়,Positive
1824,ভাল্লাগছে। 😍,Positive
1825,দাম অনুয়াযী ঠিক আছে,Positive
1826,কাপড়ের কোয়ালিটি খুব-ই খারাপ। ,Negative
1827,সম্পূর্ণ অপেশাদার 👎  👎  ,Negative
1828,অত্যন্ত খারাপ তুলো এবং মুদ্রণ,Negative
1829, এটি সঠিক গ্রাহক সেবা নয় ,Negative
1830,এই পণ্য কিনতে সুপারিশ করবেন না।,Negative
1831,খুব খারাপ মানের এবং সস্তা মানের। ,Negative
1832,আমি সত্যিই হতাশ।,Negative
1833,দারেজ দল থেকে চমৎকার সহযোগিতা,Positive
1834,আমার সাথে প্রতারণা করেছে  .,Negative
1835,"অর্ডার দিছি একটা দিছে আরেকটা, ফালতু ",Negative
1836,মান ভাল না এবং ফিনিশিং  ভাল না,Negative
1837,স্বাভাবিক মানের,Positive
1838,"সব চেয়ে নিন্ম মানের টি শার্ট, ",Negative
1839,ভুল পন্য ডেলিভারি দেওয়া হয়েছে। ,Negative
1840,আমাকে ভুল পণ্য দিয়েছেন। ,Negative
1841,পুরাই ফালতু কাপড়,Negative
1842,দ্রুত শিপিং & ভাল পণ্য,Positive
1843,কাপড় খুবিই নিম্ন মানের,Negative
1844,ফালতু একটা জিনিশ। ,Negative
1845,না কিনাই ভাল। শুধুসুধু টাকা অপচয়।,Negative
1846,"ফালতু সেলার, চিটার! ",Negative
1847,মিথ্যাবাদী কটন কাপড় বলে মানুষকে ঠকাচ্ছে ,Negative
1848,ভুল আকার প্রদান করা হয়েছে,Negative
1849," ঘষামাজা, রং উঠানো কিছু জায়গায়! ",Negative
1850,"এই শার্ট পুরোপুরি মাপসই, এই টি শার্ট খুব আরামদায়ক।",Positive
1851,পণ্য সন্তোষজনক ছিল।,Positive
1852,ফুট পাথের ৫০-৭০ টাকার কাপড় ও এর চেয়ে ভাল।,Negative
1853,আসলেই ভাল. আরামদায়ক।,Positive
1854,বিক্রেতার কর্মক্ষমতা খুব খারাপ। ,Negative
1855,পরতে আরামদায়ক. ভাল ফিটিং,Positive
1856,আশ্চর্যজনক পণ্য,Positive
1857,গুণ ভাল ছিল। ,Positive
1858," প্রিন্টটা সেরকম নয়,পুরাই ভিন্ন ",Negative
1859,খুব দেরী ডেলিভারিতে ,Negative
1860,নকশা উপরের বিবর্ণ বা অনুপস্থিত ছিল।,Negative
1861,পণ্যের আকার ঠিক না,Negative
1862,খারাপ মুদ্রণ। কিছু রং ,Negative
1863,খুব খারাপ মানের,Negative
1864,কাস্টমার যেমন অখুশি,Negative
1865,রঙ খুব ভাল না 😡😡,Negative
1866,আমি পণ্যের সাথে খুশি নই 😑😑,Negative
1867,ছেড়া প্রোডাক্ট।,Negative
1868, হ্যারাসমেন্টও কাস্টমারের,Negative
1869,আগ্রহ হারিয়ে ফেলব।,Negative
1870,প্রডাক্টটি এতো নিম্নমানের যে,Negative
1871,রিতিমত হতাশ ,Negative
1872,সে তুলনায় দাম অতিরিক্ত ,Negative
1873,পণ্য প্রত্যাখ্যান করুন,Negative
1874,আমার জেকেট ভালো হয়নি.,Negative
1875,উপরের পিইউ লেদারটা খুবই নিন্মমানের,Negative
1876, আমি  ঘৃণা করি।,Negative
1877,চিত্তাকর্ষক।,Positive
1878,আমি প্রশংসা করছি.,Positive
1879,চেইন ফেটে গেছে,Negative
1880,রঙ এবং আকার বিস্তারিত হিসাবে নিখুঁত ছিল। ,Positive
1881,খুব খারাপ অভিজ্ঞতা,Negative
1882,সুপার. এটা পুরুষদের জন্য নিখুঁত বৃষ্টি কোট।,Positive
1883,"এর নকশা, রঙ বিপরীতে বিবরণ ভাল  দেখায়। ",Positive
1884, একটি খারাপ পণ্য।,Negative
1885,চমৎকার পণ্য। ,Positive
1886,আমি সন্তুষ্ট নই।,Negative
1887,আমি মনে করি এটা ভাল নয়।,Negative
1888,কাপড়ের নিচের দিকে একটা ফুটো আছে।,Negative
1889, কেউ কিনবেন না।,Negative
1890,সম্পূর্ণরূপে খারাপ মানের।,Negative
1891,রং এর কোন মিল নাই!!! ,Negative
1892,খুব দরিদ্র মানের এবং খারাপ ফিটিং,Negative
1893,ওনার ব্যবহার ছিল ভদ্র।,Positive
1894,দামের তুলনায় পন্যটি খুব একটু ভাল না। ,Negative
1895,ডেলিভারী ম্যান ও ছিল অনেক ভাল। ,Positive
1896,মূল্য পণ্য অনুযায়ী ভাল নয়,Negative
1897,মানের সঙ্গে সন্তুষ্ট না। ,Negative
1898,ঠিক আছে,Positive
1899,রঙ মেলে না!,Negative
1900,আমি সত্যিই পণ্য মানের সঙ্গে সন্তুষ্ট। ,Positive
1901,দাম অনুযায়ী পন্যের মান এতো ভালো না।,Negative
1902,পণ্য আমার ভাল মনে হয়।,Positive
1903,এটি একটি ফ্যাশনেবল হুডি,Positive
1904,পণ্য মানের এবং নকশা খুব চমৎকার।,Positive
1905,খুব খুব হতাশ .,Negative
1906,আকর্ষণীয় নকশা এবং আরামদায়ক,Positive
1907,সত্যিই ভাল  ,Positive
1908,"পন্যটি ভালোই,,😊😊",Positive
1909,ভাল মানের পণ্য। আমি এটা পছন্দ করি.,Positive
1910,ভাল মানের. স্বাভাবিক ঠান্ডার  জন্য সুপারিশকৃত ।,Positive
1911,হুডি বেশ ভালো ছিল!,Positive
1912,"পুরাই ফালতু, ",Negative
1913,এই কোম্পানি আমাকে প্রতারিত করেছে।,Negative
1914,ফ্যাব্রিক খুব আরামদায়ক,Positive
1915,শুধু আমার সাথে প্রতারণা করছেন।,Negative
1916,ভাল মানের পণ্য,Positive
1917,মোটামুটি টাকা অপচয় 😠😠😠😠😠,Negative
1918, ফ্যাব্রিক  ভাল মানের ছিল না।,Negative
1919, এটা দেখানো ছবির সঙ্গে মেলে না।,Negative
1920,খুব হতাশ। সর্বনিম্ন মানের।,Negative
1921,খারাপ গুনমাণ.  ,Negative
1922, আমার খুব খারাপ অভিজ্ঞতা ছিল।,Negative
1923,এত ভাল না!,Negative
1924,বিজ্ঞাপিত আইটেম থেকে সম্পূর্ণ ভিন্ন। ,Negative
1925,রঙ ছবির সাথে মেলে না। ,Negative
1926,সুন্দর ফ্যাব্রিক। সুখী,Positive
1927,"আমি জাল পণ্য পেয়েছিলাম, ",Negative
1928,এই শার্ট  খুব খারাপ মানের। ,Negative
1929,একটি  খারাপ শার্ট। ,Negative
1930,ফিনিশিং  খারাপ না।,Positive
1931,যা ছবির  সঙ্গে মেলে না। ,Negative
1932,পণ্য গুণ খুব খারাপ,Negative
1933,তৃতীয় শ্রেণীর পণ্য,Negative
1934,থার্ড ক্লাস জিনিশ ,Negative
1935,কাপড়ের মান খুব খারাপ ,Negative
1936,"ভাল মানের, সবাইকে সুপারিশ করলাম!",Positive
1937,মান তার মূল্য অনুযায়ী ঠিক আছে!,Positive
1938, শার্ট ফ্যাব্রিক খুব মসৃণ এবং আরামদায়ক ছিল। ,Positive
1939,"এই শার্টের ফ্যাব্রিকটি দুর্দান্ত ছিল, ",Positive
1940,এটি একটি খুব আকর্ষণীয় শার্ট যা আমি খুব পছন্দ করি।,Positive
1941,আমার  দেখা সবচেয়ে খারাপ শার্ট। ,Negative
1942,ফিনিশিং ভাল নয়। খুব সস্তা পোশাক।,Negative
1943,"সময় ও অর্থ অপচয়, খারাপ কেনাকাটা",Negative
1944,পণ্য এই মূল্য অনুযায়ী ভাল। ,Positive
1945,গুণ যথেষ্ট ভাল না,Negative
1946,মান  যথেষ্ট ভাল না,Negative
1947,আমি আশাহত.,Negative
1948,খুব কম মানের কাপড়,Negative
1949, কাপড় আমার প্রত্যাশা হিসাবে ভাল নয়।,Negative
1950,ভাল মানের শার্ট।,Positive
1951,পণ্যের গুণমান সন্তোষজনক নয়।,Negative
1952,বেষ্ট কাপড়  ,Positive
1953,ফ্যাব্রিক  ভাল ছিল না।,Negative
1954,শার্ট ছিল আশ্চর্যজনক,Positive
1955,গ্রেট ফিট। পরতে আরামদায়ক.,Positive
1956, অনেক স্পট এবং শার্টের মধ্যে গর্ত।,Negative
1957,এই শার্ট সম্পর্কে কোন অভিযোগ নেই।,Positive
1958,চমত্কার শার্ট। ,Positive
1959,এই পণ্যের গুণমান ভাল ছিল। ,Positive
1960,সামনাসামনি হলে জীবনেও এমন পণ্য কিনতান না।,Negative
1961, সেলাই এ অনক সমস্যা।,Negative
1962,ছবির সাথে পণ্যের কোন মিল নাই।,Negative
1963,কাপড়ের মান ভালনা,Negative
1964,কাপড়ের কোয়ালিটি খারাপ।,Negative
1965,বাজে কাপড় দিয়া বানানো।,Negative
1966, সামগ্রিকভাবে সন্তোষজনক না।,Negative
1967,রঙ উঠে যায় একবার ওয়াশ করলে,Negative
1968,"ক্রয় সম্পর্কে বেশ হতাশ,",Negative
1969,ভুল সাইজ দেয়া হয়েছে,Negative
1970,গুণ খুব কম।,Negative
1971,তুলনাহীন কাপড় ,Positive
1972,এত ভাল না! ,Negative
1973,মনটা খারাপ হয়ে গেল।,Negative
1974,ভাল পণ্য .. সামগ্রিক এটা ভাল।,Positive
1975,অত্যন্ত খারাপ পণ্য।,Negative
1976,মূল্য অনুযায়ী  আপনার জন্য সেরা পণ্য।,Negative
1977,রঙ ছবি হিসাবে উজ্জ্বল নয়।,Negative
1978,ত্রুটি রয়েছে।,Negative
1979,জিন্স নিখুঁত ফিট।,Positive
1980,সামগ্রিকভাবে নিম্ন মানের মানের জিন্স ....,Negative
1981, পুরোপুরি উপযুক্ত নয়।,Negative
1982,"অসাধারণ জিন্স, পাতলা জিন্স, পরিধান আরামদায়ক।",Positive
1983,"খারাপ মানের সাইজ, ",Negative
1984,সুপার পণ্য। ,Positive
1985,সাইজ আমার জন্য সঠিক ছিল না।,Negative
1986,সত্যিই একটি নিখুঁত জিন্স প্যান্ট । ,Positive
1987,ফূটপাতের পন্য,Negative
1988,এইটা ঠিক আছে,Positive
1989,আমি আমার পণ্য পেয়ে  খুব খুশি। ,Positive
1990,ভাল ফিট করে।,Positive
1991,অবিশ্বাস্য !!! সুন্দর সেবা।,Positive
1992,খুব আরামদায়ক হালকা উপাদান,Positive
1993,এটা খুব সুন্দর ছিল.,Positive
1994,আমার কেনার সাথে অত্যন্ত আনন্দিত,Positive
1995,খুবই বাজে কাপড়। ,Negative
1996,"গ্রেট জিন্স এটা দুর্দান্ত,",Positive
1997, আমি এই জিন্স ভালোবাসি। ,Positive
1998,আমি এটা পছন্দ করি।,Positive
1999,রঙ এবং নকশা আকর্ষণীয় ছিল,Positive
2000,"জিন্স সুন্দর এবং আরামদায়ক,",Positive
2001, এই জিন্স আমার জন্য নিখুঁত।,Positive
2002,আমি কম দামে একটি ভাল পণ্য পেয়েছিলাম।,Positive
2003,"ভাল উপাদান, মূল্য খুবই প্রতিযোগিতামূলক",Positive
2004,আমি এই পণ্য পেয়ে  সত্যিই আনন্দিত। ,Positive
2005,প্রদর্শিত  ছবির সঙ্গে মেলে না।,Negative
2006,আমি সন্তুস্ট।,Positive
2007,"পণ্য যথেষ্ট ভাল, ধন্যবাদ।",Positive
2008,মোটামুটি কাপড় ভালোই। ,Positive
2009,খুব বিবর্ণ।,Negative
2010,আমাকে এই ধরনের পণ্য দেওয়ার জন্য ধন্যবাদ। চমত্কার,Positive
2011,চমৎকার পণ্য।,Positive
2012, পরতে আরামদায়ক. আমি সঠিক সাইজ পেয়েছি ,Positive
2013,সস্তা দামের  মধ্যে ভাল পণ্য,Positive
2014,দৈনন্দিন ব্যবহারের জন্য ভাল জিন্স।,Positive
2015,"এটি একটি ভাল পণ্য ছিল, আমি সন্তুষ্ট",Positive
2016,অত্যন্ত আরামদায়ক এবং স্পষ্টভাবে সস্তা। চমৎকার পণ্য।,Positive
2017,একটি যুক্তিসঙ্গত মূল্যে ভাল পণ্য।,Positive
2018,"একদম ফালতু কোয়ালিটি , টাকা নষ্ট",Negative
2019,আমি এই পণ্যটি কিনে  খুব হতাশ। 😡,Negative
2020,সর্বনিম্ন মূল্যে সর্বনিম্ন মানের।,Negative
2021,ছবি এবং বিতরণ পণ্য একই নয়,Negative
2022,ন্যায্য মূল্য .. ন্যায্য পণ্য।,Positive
2023,ফেয়ার মুল্যে ফেয়ার পণ্য। ,Positive
2024,এটি একটি আশ্চর্যজনক পণ্য। ,Positive
2025,এই পণ্য দেখতে  ভাল এবং আড়ম্বরপূর্ণ।,Positive
2026,এই রকম আশা করিনি। ,Negative
2027,শুধু আশ্চর্যজনক পণ্য ,Positive
2028,বিতরণ করা ছবি দেওয়া ছবি থেকে ভিন্ন,Negative
2029,এবং আমি সন্তুষ্ট,Positive
2030,একেবারেই লোকাল কোয়ালিটি ওয়ালেট,Negative
2031,দারাজের ছাড় ধাপ্পাবাজি ,Negative
2032,ভাই এইটা আসলেই শুভঙ্করের ফাঁকি। ,Negative
2033,সবচেয়ে খারাপ অভিজ্ঞতা।,Negative
2034,চমৎকার পণ্য ..,Positive
2035,বাজে  পণ্য। ,Negative
2036,সম্পূর্ণ অক্ষত .. ,Positive
2037,টাকার অনুপাতে বেশি ভালো না,Negative
2038,বাহ এটা খুব সুন্দর ছিল,Positive
2039,দারাজ গ্রাহকের জন্য দুঃস্বপ্ন। ,Negative
2040,খুব নরমাল  পণ্য প্রদান করে ।,Negative
2041,ভাল মানের চামড়া দিয়ে সুন্দর পণ্য .,Positive
2042,আমি এটা সুখীভাবে ব্যবহার করছি .,Positive
2043,অসাধারণ! সবাইকে সুপারিশ করা হয়েছে।,Positive
2044,এটা সত্যিই ভাল .. ,Positive
2045,দাম হি‌সে‌বে অনেক  ভাল,Positive
2046,একদম বাজে প্রোডাক্ট। ,Negative
2047,এটা সত্যিই ভাল পণ্য .,Positive
2048,চামড়া আসল নয়,Negative
2049,যত সব বাটপারদের কে নিয়োগ দিছে দারাজ ,Negative
2050,সব খারাপ মাল তাই কিনার আগে চিন্তা করবেন।,Negative
2051,এটা সম্পূর্ণ আবর্জনা।,Negative
2052,বাজে কোয়ালিটি ,Negative
2053,ডিসকাউন্ট এর নামে ধান্ধাবাজি,Negative
2054,কালার  এ কোনো মিল নেই,Negative
2055,বিস্ময়কর বেল্ট ,Positive
2056,আমার কাছে ভালো লাগছে।,Positive
2057,পছন্দসই বেল্ট,Positive
2058,প্রডাক্টের মান দাম অনুযায়ী খুব ভালো। ,Positive
2059,জাল পণ্য ও নকল পণ্য  😠😠😠,Negative
2060,"অফিস কলিগের পছন্দ ছিল, ",Positive
2061,পারফেক্ট বেল্ট,Positive
2062,সঠিক পন্য পেয়ে সেও খুশি ,Positive
2063,আমি এটা পছন্দ করি. ছবি এবং পণ্য একই।,Positive
2064,"খুব ভাল, স্মার্ট নকশা। ",Positive
2065, আর কোন দিন কিছু কিনবো না।,Negative
2066, জনগণকে বিভ্রান্ত করা হচ্ছে ,Negative
2067,এত বাজে জিমিস কেন রাখেন।,Negative
2068,এই চামড়া নয়।,Negative
2069, রি‌জে‌ক্টেড মা‌লের মত ম‌নে হ‌চ্ছে,Negative
2070,আমি খুবই মর্মাহত!,Negative
2071,খুবই বাজে,Negative
2072,কারণ এটি ক্ষতিগ্রস্ত আইটেম।,Negative
2073,দাম অনুযায়ী পণ্যের মান ভালো,Positive
2074,আইটেমটি ব্যবহারযোগ্য নয় ,Negative
2075,দাম অনুযায়ী সস্তা এবং সাশ্রয়ী মূল্যের,Positive
2076,আমি কম দামে একটি ভাল পণ্য পেয়েছিলাম।,Positive
2077,মাঝারি  মানের চেয়ে কম,Negative
2078,বেল্ট দৈনিক ব্যবহারের জন্য নিখুঁত ছিল  মূল্য অনুযায়ী।,Positive
2079,আমি এই বেল্ট পেয়ে  খুব খুশি।,Positive
2080,খুব ভাল মানের প্লাস সুদৃশ্য রঙ।,Positive
2081,সামগ্রী ভাল ছিল।,Positive
2082,সুন্দর রঙ এবং ভাল মানের চামড়া। ,Positive
2083,ডিজাইন ভাল ছিল। ,Positive
2084,হতাশাদায়ক,Negative
2085,ভাল উপকরণ দিয়ে তৈরি ,Positive
2086,দাম ও পণ্যের মিল আছে। ,Positive
2087,তারা আমাকে ভিন্ন পণ্য পাঠিয়েছে। ,Negative
2088,ভালো লাগলো। ,Positive
2089,কুরিয়ার সার্ভিসের ব্যবহার খারাপ।,Negative
2090,খুব ভাল মানের. মান অসামান্য।,Positive
2091,খুব সুন্দর মানের এবং বেশ ফ্যাশনেবল।,Positive
2092,বিক্রেতা থেকে আরো পণ্য কিনতে ইচ্ছুক।,Positive
2093, রঙ সত্যিই চমৎকার এবং আকর্ষণীয়।,Positive
2094,সত্যিই পণ্য মানের দ্বারা সন্তুষ্ট ,Positive
2095,এটি একটি চমৎকার  বেল্ট,Positive
2096,ওজন খুব হালকা এবং এটি খুব আরামদায়ক।,Positive
2097,আশ্চর্যজনক জিনিশ ও দেখতে সুন্দর ,Positive
2098,আরামদায়ক টুপি,Positive
